0,,,,,,,,,,,,,Text identity,,,,,,Related entities,,,Text typology,,,,Language(s) and script(s),,,,,,,,,,,,Physical form,,,,,,,Date of the text,,,,,Filiation,,,,,,,Rights,,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,DHARMA import,Editor of the metadata,Date of the edition,Contributor of the metadata,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact(s),ID of the conglomerate artefact,ID of the monument,Text type 1,Text type 2,Text type 3,Text type 4,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Lines (observed),Lines (estimated),Lines per zone(s),Dimensions of text zone(s),Height of glyph,Width of glyph,Date CE,Date range CE,Date certainty,Date precision,Date evidence,Other instances,Type of filiation,Reissue date,Bibliographic references (primary),Bibliographic references (secondary),Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text edition,Identifier of the surrogate,Identifier of the digital image,Link to external repository of images,0
0,Description of the fields,Digital identifier of the inscription as text. Syntax: INS<corpus>00001,Origin of the metadata: database or publication,Date of conversion of previously available metadata to the DHARMA model,"Person(s) who supplied metadata (use the DHARMA members' Ids and separate them by $, if more than one editor)",Start date of metadata input/editing for DHARMA (YYYY-MM-DD),"Person(s) who entered/edited metadata (use the DHARMA members' Ids and separate them by $, if more than one editor)","Validating person (use the DHARMA members' Ids and separate them by $, if more than one editor)",Date of metadata validation (YYYY-MM-DD),Project responsible for making these metadata available,Corpus to which the inscription pertains,Licence applicable to metadata,"Identifier of the text. 
Syntax: INS<corpus>00001",Designation of the text [= title in xml edition],Alternative identifier(s),Alternative designation(s),Alternative designation(s),Location on the artefact/conglomerate artefact/monument (free text),"ID of the artefact bearing the text. If there is more than one artefact bearing the text, use $ as separator.",ID of the conglomerate artefact bearing the text,ID of the monument bearing the text,"Text type (ideally only 1, choose misc. if you need to record more than 1)",Text type 2 (use only if more than 1 is necessary – Text type 1 must then have value misc.),Text type 3 (use only if more than 1 is necessary – Text type 1 must then have value misc.),Text type 4 (use only if more than 1 is necessary – Text type 1 must then have value misc.),Language of the text,Script of the text,Maturity of script (if the script classification is Brahmi and derivatives only),Language of the text,Script of the text,Maturity of script (if the script classification is Brahmi and derivatives only),Language of the text,Script of the text,Maturity of script (if the script classification is Brahmi and derivatives only),Language of the text,Script of the text,Maturity of script (if the script classification is Brahmi and derivatives only),"Writing technique (engraved, relief, painted, etc.)",Number of lines of this text preserved/observed on the artefact(s),Known or estimated total number of lines in this text,"Number of lines observed per zone – if multiple zones, use $ as separator and letter prefix plus colon for each zone (format A:10$B:12)","Height x Width of the inscribed zone or zones (cm) – if multiple zones, use $ as separator and letter prefix plus colon before h and w values ",Height of an average aksara (cm),Width of an average aksara (cm),YYYY-MM-DD or YYYY-MM or YYYY,YYYY-YYYY,degree of certainty of the text's dating,degree of precision of the text's dating,evidence that indicates the date of the text,ID of other instances of the corresponding text,"Status of the given instance in relation with others (original, duplicate, reissue, undetermined)","In case of reissue, CE date of reissue (YYYY or YYYY-YYYY)",Bibliographical references. Use $ to separate the references,Bibliographical references. Use $ to separate the references,"Terms to characterize the inscription. The choice of keywords is free, use $ to separate terms",Remarks on text-related metadata (free text),Project responsible for making this text edition available,Licence applicable to the text edition,Identifier(s) of the related surrogate(s). Use $ to separate the identifiers.,Identifier(s) of the related digital image(s). Use $ to separate the identifiers.,Link(s) to related images stored on external repository.  Use $ to separate the identifiers.,0
INSPallava00061,,INSPallava00061,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00061,Mahābalipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00062,,INSPallava00062,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00062,Paṉaimalai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00063,,INSPallava00063,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00063,Paṉaimalai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00064,,INSPallava00064,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00064,Cāḷuvaṉ Kuppam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00065,,INSPallava00065,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00065,Cāḷuvaṉ Kuppam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00066,,INSPallava00066,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00066,Cāḷuvaṉ Kuppam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00067,,INSPallava00067,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00067,Tiruppōrūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00068,,INSPallava00068,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00068,Vāyalūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00069,,INSPallava00069,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00069,Kāñcī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00070,,INSPallava00070,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00070,Kāñcī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00071,,INSPallava00071,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00071,Tiruvatikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00072,,INSPallava00072,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00072,Vrincipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00073,,INSPallava00073,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00073,Tiruveḷḷaṟai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00074,,INSPallava00074,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00074,Cāttamaṅkalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00075,,INSPallava00075,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00075,Mallām,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00076,,INSPallava00076,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00076,Utayēntiram 2,,,,,,,,donative - religious_land_grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00077,,INSPallava00077,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00077,Kacākūṭi plates,,,,,,,,donative - religious_land_grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00078,,INSPallava00078,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00078,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00079,,INSPallava00079,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00079,Rācaḷippaṭṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00080,,INSPallava00080,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00080,Kāñcī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00081,,INSPallava00081,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00081,Pullūr,,,,,,,,donative - religious_land_grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00082,,INSPallava00082,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00082,Cāttamaṅkalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00083,,INSPallava00083,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00083,Paiyaṉūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00084,,INSPallava00084,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00084,Akaḷūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00085,,INSPallava00085,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00085,Pañcapāṇḍavamalai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00086,,INSPallava00086,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00086,Kuḷitikki,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00087,,INSPallava00087,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00087,Catuppēri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00088,,INSPallava00088,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00088,Cāttamaṅkalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00089,,INSPallava00089,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00089,Taṇṭantōṭṭam,,,,,,,,donative - religious_land_grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00090,,INSPallava00090,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00090,Paṭṭattāḷmaṅkalam,,,,,,,,donative - religious_land_grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00091,,INSPallava00091,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00091,Tiruvallam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00092,,INSPallava00092,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00092,Mahābalipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00093,,INSPallava00093,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00093,Kāñcī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00094,,INSPallava00094,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00094,Uḻalūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00095,,INSPallava00095,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00095,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00096,,INSPallava00096,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00096,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00097,,INSPallava00097,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00097,Vayalaikkāvūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00098,,INSPallava00098,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00098,Tiruveḷḷaṟai well (1/2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00099,,INSPallava00099,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00099,Kunnāṇṭārkōvil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00100,,INSPallava00100,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00100,Toṇṭūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00101,,INSPallava00101,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00101,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00102,,INSPallava00102,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00102,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00103,,INSPallava00103,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00103,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00104,,INSPallava00104,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00104,Kūram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00105,,INSPallava00105,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00105,Tiruvallikkēṇi (Madras),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00106,,INSPallava00106,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00106,Malaiyaṭippaṭṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00107,,INSPallava00107,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00107,Kāñcipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00108,,INSPallava00108,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00108,Kīḻūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00109,,INSPallava00109,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00109,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00110,,INSPallava00110,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00110,Guḍimallam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00111,,INSPallava00111,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00111,Tiruccāṉūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00112,,INSPallava00112,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00112,Piḷḷaipāḷaiyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00113,,INSPallava00113,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00113,Tiruccāṉūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00114,,INSPallava00114,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00114,Paḷḷikoṇḍa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00115,,INSPallava00115,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00115,Kiḷiyaṉūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00116,,INSPallava00116,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00116,Kunnāṇṭārkōvil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00117,,INSPallava00117,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00117,Cīyamaṅkalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00118,,INSPallava00118,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00118,Kīḻūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00119,,INSPallava00119,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00119,Tiruveḷḷaṟai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00120,,INSPallava00120,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00120,Vantavāci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00121,,INSPallava00121,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00121,Vēlūrpāḷaiyam,,,,,,,,donative - religious_land_grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00122,,INSPallava00122,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00122,Tillaisthānam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00123,,INSPallava00123,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00123,Tiruvatikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00124,,INSPallava00124,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00124,Kīḻūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00125,,INSPallava00125,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00125,Centalai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00126,,INSPallava00126,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00126,Kāvērippākkam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00127,,INSPallava00127,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00127,Kaḷattūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00128,,INSPallava00128,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00128,Taḷavāṉūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00129,,INSPallava00129,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00129,Kīḻūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00130,,INSPallava00130,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00130,Kīḻūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00131,,INSPallava00131,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00131,Māṅkāṭu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00132,,INSPallava00132,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00132,Tiruvallam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00133,,INSPallava00133,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00133,Tiruvallam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00134,,INSPallava00134,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00134,Tiruvaṇṇāmalai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00135,,INSPallava00135,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00135,Kāñcī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00136,,INSPallava00136,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00136,Paṭūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00137,,INSPallava00137,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00137,Tirucceṉṉampūṇṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00138,,INSPallava00138,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00138,Perumāṇṭūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00139,,INSPallava00139,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00139,Tirukkōṭikkāval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00140,,INSPallava00140,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00140,Kūram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00141,,INSPallava00141,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00141,Ceṉṉivāykkāl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00142,,INSPallava00142,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00142,Tiruppalāttuṟai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00143,,INSPallava00143,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00143,Tiruvaikavūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00144,,INSPallava00144,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00144,Guḍimallam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00145,,INSPallava00145,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00145,Tirucceṉṉampūṇṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00146,,INSPallava00146,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00146,Tirucceṉṉampūṇṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00147,,INSPallava00147,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00147,Tirucceṉṉampūṇṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00148,,INSPallava00148,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00148,Takuapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00149,,INSPallava00149,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00149,Lālkuṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00150,,INSPallava00150,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00150,Kīḻūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00151,,INSPallava00151,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00151,Kīḻūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00152,,INSPallava00152,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00152,Ciṟṟūr,,,,,,,,donative - religious_land_grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00153,,INSPallava00153,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00153,Vaḻuvūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00154,,INSPallava00154,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00154,Nārttāmalai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
